NO;PENGUASAAN TANAH;PEMILIKAN TANAH;PENGGUNAAN TANAH;PEMANFAATAN TANAH;POTENSI TOL;Luas  m2
1120;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.202
1121;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.650
1122;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.882
1123;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.682
1124;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.417
1125;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.196
1126;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.819
1127;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.860
1128;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.667
1129;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.963
1130;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.456
1131;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.227
1132;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.338
1133;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.627
1134;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.976
1135;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.171
1136;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.867
1137;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.411
1138;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.288
1139;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.145
1140;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;556
1141;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.812
1142;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.105
1143;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.887
1144;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.165
1145;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.389
1146;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.415
1147;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.659
1148;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.056
1149;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.807
1150;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.578
1151;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.430
1152;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.032
1153;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.133
1154;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.058
1155;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.403
1156;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.914
1157;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;4.773
1158;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.482
1159;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.071
1160;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;4.309
1161;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.212
1162;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.924
1163;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.284
1164;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.120
1165;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.577
1166;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.709
1167;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.206
1168;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.569
1169;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.380
1170;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.277
1171;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.907
1172;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;807
1173;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.377
1174;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.001
1175;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;933
1176;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.405
1177;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.128
1178;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.202
1179;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.155
1180;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;4.380
1181;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.364
1182;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;4.201
1183;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.517
1184;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.831
1185;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.595
1186;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.997
1187;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.174
1188;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.911
1189;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.453
1190;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.980
1191;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.076
1192;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.427
1193;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;3.181
1194;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.205
1195;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.581
1196;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.473
1197;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.557
1198;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.075
1199;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.223
1200;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;618
1201;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.138
1202;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;2.367
1203;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.570
1204;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.238
1205;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.789
1206;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;2.011
1207;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.382
1208;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.474
1209;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;1.227
1210;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Potensi TORA;3.028
1211;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.387
1212;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.988
1213;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;3.439
1214;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Akses Reform;1.721
1215;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.681
1216;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.007
1217;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.438
1218;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.985
1219;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.050
1220;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.483
1221;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.285
1222;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.190
1223;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.028
1224;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.821
1225;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.166
1226;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;880
1227;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.546
1228;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.413
1229;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.210
1230;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.318
1231;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.709
1232;Penggarap;Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.852
1233;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.554
1234;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.222
1235;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.125
1236;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.872
1237;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.293
1238;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.193
1239;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.530
1240;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.246
1241;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.213
1242;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;4.800
1243;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;4.406
1244;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.283
1245;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.548
1246;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.014
1247;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.085
1248;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;2.567
1249;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;1.969
1250;Penggarap;Belum Terdaftar;Kebun Campuran;Pemanfaatan Produksi pertanian;Sengketa, Konflik dan Perkara;3.131
